Taxon,Taxon_site,RE,RE_se,model,time_period,experiment,ID,site_name,Demo_trait,Demo_value,New_demo_trait,hypoth
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.682,0.527,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.682,0.527,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.682,0.527,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Bad Lauchstaedt,-2.682,0.527,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,percapita_repro,1271.12,Per capita reproduction,H1
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.539,0.549,Ordbeta,T0-T3,DIST,1,Wallula Gap Biological Station-North Face,FirstStepAtt,0.079848166385871,First step attenuation,H3
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.539,0.549,Ordbeta,T0-T3,DIST,1,Wallula Gap Biological Station-North Face,Lambda,NA,Population growth rate,H4
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.539,0.549,Ordbeta,T0-T3,DIST,1,Wallula Gap Biological Station-North Face,R0,19.330966057441255,Net reproductive rate,H1
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.539,0.549,Ordbeta,T0-T3,DIST,1,Wallula Gap Biological Station-North Face,Reactivity,163.51957669793515,Reactivity,H3
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.539,0.549,Ordbeta,T0-T3,DIST,1,Wallula Gap Biological Station-North Face,T_generation,1.091316030252614,Generation time,H2
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.539,0.549,Ordbeta,T0-T3,DIST,1,Wallula Gap Biological Station-North Face,age_repro,3.6109660574412534,Age at first reproduction,H2
Lactuca_serriola,Lactuca_serriola_Wallula Gap Biological Station-North Face,-2.539,0.549,Ordbeta,T0-T3,DIST,1,Wallula Gap Biological Station-North Face,percapita_repro,1271.12,Per capita reproduction,H1
Linum_catharticum,Linum_catharticum_Wytham Woods,-2.563,0.246,Ordbeta,T0-T3,DIST,1,Wytham Woods,FirstStepAtt,0.040953888653857,First step attenuation,H3
Linum_catharticum,Linum_catharticum_Wytham Woods,-2.563,0.246,Ordbeta,T0-T3,DIST,1,Wytham Woods,Lambda,NA,Population growth rate,H4
Linum_catharticum,Linum_catharticum_Wytham Woods,-2.563,0.246,Ordbeta,T0-T3,DIST,1,Wytham Woods,R0,6.015129312162303,Net reproductive rate,H1
Linum_catharticum,Linum_catharticum_Wytham Woods,-2.563,0.246,Ordbeta,T0-T3,DIST,1,Wytham Woods,Reactivity,45.44525239406598,Reactivity,H3
Linum_catharticum,Linum_catharticum_Wytham Woods,-2.563,0.246,Ordbeta,T0-T3,DIST,1,Wytham Woods,T_generation,1.3509279319177003,Generation time,H2
Linum_catharticum,Linum_catharticum_Wytham Woods,-2.563,0.246,Ordbeta,T0-T3,DIST,1,Wytham Woods,age_repro,2.0207556473368453,Age at first reproduction,H2
Linum_catharticum,Linum_catharticum_Wytham Woods,-2.563,0.246,Ordbeta,T0-T3,DIST,1,Wytham Woods,percapita_repro,20.756348164604148,Per capita reproduction,H1
Myosotis_ramosissima,Myosotis_ramosissima_CEREEP - Ecotron IDF,-2.436,0.526,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,FirstStepAtt,0.0261107820804419,First step attenuation,H3
Myosotis_ramosissima,Myosotis_ramosissima_CEREEP - Ecotron IDF,-2.436,0.526,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Lambda,1.4558843238144925,Population growth rate,H4
Myosotis_ramosissima,Myosotis_ramosissima_CEREEP - Ecotron IDF,-2.436,0.526,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,R0,4.42368849999232,Net reproductive rate,H1
Myosotis_ramosissima,Myosotis_ramosissima_CEREEP - Ecotron IDF,-2.436,0.526,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Reactivity,1.7731216130647875,Reactivity,H3
Myosotis_ramosissima,Myosotis_ramosissima_CEREEP - Ecotron IDF,-2.436,0.526,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,T_generation,1.0139399978384733,Generation time,H2
Myosotis_ramosissima,Myosotis_ramosissima_CEREEP - Ecotron IDF,-2.436,0.526,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,age_repro,2.0454488385420193,Age at first reproduction,H2
Myosotis_ramosissima,Myosotis_ramosissima_CEREEP - Ecotron IDF,-2.436,0.526,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,percapita_repro,6.962385866666667,Per capita reproduction,H1
Myosotis_ramosissima,Myosotis_ramosissima_Wytham Woods,-2.615,0.536,Ordbeta,T0-T3,DIST,1,Wytham Woods,FirstStepAtt,0.0261107820804419,First step attenuation,H3
Myosotis_ramosissima,Myosotis_ramosissima_Wytham Woods,-2.615,0.536,Ordbeta,T0-T3,DIST,1,Wytham Woods,Lambda,1.4558843238144925,Population growth rate,H4
Myosotis_ramosissima,Myosotis_ramosissima_Wytham Woods,-2.615,0.536,Ordbeta,T0-T3,DIST,1,Wytham Woods,R0,4.42368849999232,Net reproductive rate,H1
Myosotis_ramosissima,Myosotis_ramosissima_Wytham Woods,-2.615,0.536,Ordbeta,T0-T3,DIST,1,Wytham Woods,Reactivity,1.7731216130647875,Reactivity,H3
Myosotis_ramosissima,Myosotis_ramosissima_Wytham Woods,-2.615,0.536,Ordbeta,T0-T3,DIST,1,Wytham Woods,T_generation,1.0139399978384733,Generation time,H2
Myosotis_ramosissima,Myosotis_ramosissima_Wytham Woods,-2.615,0.536,Ordbeta,T0-T3,DIST,1,Wytham Woods,age_repro,2.0454488385420193,Age at first reproduction,H2
Myosotis_ramosissima,Myosotis_ramosissima_Wytham Woods,-2.615,0.536,Ordbeta,T0-T3,DIST,1,Wytham Woods,percapita_repro,6.962385866666667,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.804,0.235,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,FirstStepAtt,0.01808625404850854,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.804,0.235,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Lambda,0.8846497432296888,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.804,0.235,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.804,0.235,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,Reactivity,310.8574914587405,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.804,0.235,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,T_generation,4.117282843535449,Generation time,H2
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.804,0.235,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_Bad Lauchstaedt,-0.804,0.235,Ordbeta,T0-T3,DIST,1,Bad Lauchstaedt,percapita_repro,275,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.317,0.409,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,FirstStepAtt,0.01808625404850854,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.317,0.409,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Lambda,0.8846497432296888,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.317,0.409,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.317,0.409,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,Reactivity,310.8574914587405,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.317,0.409,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,T_generation,4.117282843535449,Generation time,H2
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.317,0.409,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_CEREEP - Ecotron IDF,-2.317,0.409,Ordbeta,T0-T3,DIST,1,CEREEP - Ecotron IDF,percapita_repro,275,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_Jena,-2.55,0.441,Ordbeta,T0-T3,DIST,1,Jena,FirstStepAtt,0.01808625404850854,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_Jena,-2.55,0.441,Ordbeta,T0-T3,DIST,1,Jena,Lambda,0.8846497432296888,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_Jena,-2.55,0.441,Ordbeta,T0-T3,DIST,1,Jena,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_Jena,-2.55,0.441,Ordbeta,T0-T3,DIST,1,Jena,Reactivity,310.8574914587405,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_Jena,-2.55,0.441,Ordbeta,T0-T3,DIST,1,Jena,T_generation,4.117282843535449,Generation time,H2
Picris_hieracioides,Picris_hieracioides_Jena,-2.55,0.441,Ordbeta,T0-T3,DIST,1,Jena,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_Jena,-2.55,0.441,Ordbeta,T0-T3,DIST,1,Jena,percapita_repro,275,Per capita reproduction,H1
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.586,0.508,Ordbeta,T0-T3,DIST,1,Saihanba,FirstStepAtt,0.01808625404850854,First step attenuation,H3
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.586,0.508,Ordbeta,T0-T3,DIST,1,Saihanba,Lambda,0.8846497432296888,Population growth rate,H4
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.586,0.508,Ordbeta,T0-T3,DIST,1,Saihanba,R0,0.60578254836,Net reproductive rate,H1
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.586,0.508,Ordbeta,T0-T3,DIST,1,Saihanba,Reactivity,310.8574914587405,Reactivity,H3
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.586,0.508,Ordbeta,T0-T3,DIST,1,Saihanba,T_generation,4.117282843535449,Generation time,H2
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.586,0.508,Ordbeta,T0-T3,DIST,1,Saihanba,age_repro,4.678714859437751,Age at first reproduction,H2
Picris_hieracioides,Picris_hieracioides_Saihanba,-2.586,0.508,Ordbeta,T0-T3,DIST,1,Saihanba,percapita_repro,275,Per capita reproduction,H1
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.469,0.318,Ordbeta,T0-T3,DIST,1,Meranges,FirstStepAtt,0.5669191170421927,First step attenuation,H3
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.469,0.318,Ordbeta,T0-T3,DIST,1,Meranges,Lambda,0.9547406316474246,Population growth rate,H4
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.469,0.318,Ordbeta,T0-T3,DIST,1,Meranges,R0,0.5471414026251576,Net reproductive rate,H1
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.469,0.318,Ordbeta,T0-T3,DIST,1,Meranges,Reactivity,2.7710835208056657,Reactivity,H3
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.469,0.318,Ordbeta,T0-T3,DIST,1,Meranges,T_generation,17.438029755269824,Generation time,H2
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.469,0.318,Ordbeta,T0-T3,DIST,1,Meranges,age_repro,5.999046320215505,Age at first reproduction,H2
Pimpinella_saxifraga,Pimpinella_saxifraga_Meranges,-2.469,0.318,Ordbeta,T0-T3,DIST,1,Meranges,percapita_repro,1.3108604113212015,Per capita reproduction,H1
Plantago_coronopus,Plantago_coronopus_Algaida,-1.923,0.251,Ordbeta,T0-T3,DIST,1,Algaida,FirstStepAtt,0.3814857191224125,First step attenuation,H3
Plantago_coronopus,Plantago_coronopus_Algaida,-1.923,0.251,Ordbeta,T0-T3,DIST,1,Algaida,Lambda,0.8883340096307588,Population growth rate,H4
Plantago_coronopus,Plantago_coronopus_Algaida,-1.923,0.251,Ordbeta,T0-T3,DIST,1,Algaida,R0,1.2205028226846837,Net reproductive rate,H1
Plantago_coronopus,Plantago_coronopus_Algaida,-1.923,0.251,Ordbeta,T0-T3,DIST,1,Algaida,Reactivity,4.263174228373315,Reactivity,H3
Plantago_coronopus,Plantago_coronopus_Algaida,-1.923,0.251,Ordbeta,T0-T3,DIST,1,Algaida,T_generation,4.958221345536785,Generation time,H2
Plantago_coronopus,Plantago_coronopus_Algaida,-1.923,0.251,Ordbeta,T0-T3,DIST,1,Algaida,age_repro,2.066021816480012,Age at first reproduction,H2
Plantago_coronopus,Plantago_coronopus_Algaida,-1.923,0.251,Ordbeta,T0-T3,DIST,1,Algaida,percapita_repro,1.1775669020351314,Per capita reproduction,H1
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.546,0.328,Ordbeta,T0-T3,DIST,1,Caracoles,FirstStepAtt,0.3814857191224125,First step attenuation,H3
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.546,0.328,Ordbeta,T0-T3,DIST,1,Caracoles,Lambda,0.8883340096307588,Population growth rate,H4
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.546,0.328,Ordbeta,T0-T3,DIST,1,Caracoles,R0,1.2205028226846837,Net reproductive rate,H1
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.546,0.328,Ordbeta,T0-T3,DIST,1,Caracoles,Reactivity,4.263174228373315,Reactivity,H3
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.546,0.328,Ordbeta,T0-T3,DIST,1,Caracoles,T_generation,4.958221345536785,Generation time,H2
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.546,0.328,Ordbeta,T0-T3,DIST,1,Caracoles,age_repro,2.066021816480012,Age at first reproduction,H2
Plantago_coronopus,Plantago_coronopus_Caracoles,-2.546,0.328,Ordbeta,T0-T3,DIST,1,Caracoles,percapita_repro,1.1775669020351314,Per capita reproduction,H1
Plantago_media,Plantago_media_Meranges,-2.402,0.321,Ordbeta,T0-T3,DIST,1,Meranges,FirstStepAtt,0.09763837076732365,First step attenuation,H3
Plantago_media,Plantago_media_Meranges,-2.402,0.321,Ordbeta,T0-T3,DIST,1,Meranges,Lambda,0.9166479924897526,Population growth rate,H4
Plantago_media,Plantago_media_Meranges,-2.402,0.321,Ordbeta,T0-T3,DIST,1,Meranges,R0,0.08234226650862676,Net reproductive rate,H1
Plantago_media,Plantago_media_Meranges,-2.402,0.321,Ordbeta,T0-T3,DIST,1,Meranges,Reactivity,2.6187483541110055,Reactivity,H3
Plantago_media,Plantago_media_Meranges,-2.402,0.321,Ordbeta,T0-T3,DIST,1,Meranges,T_generation,26.65759376141882,Generation time,H2
Plantago_media,Plantago_media_Meranges,-2.402,0.321,Ordbeta,T0-T3,DIST,1,Meranges,age_repro,7.781907794631257,Age at first reproduction,H2
Plantago_media,Plantago_media_Meranges,-2.402,0.321,Ordbeta,T0-T3,DIST,1,Meranges,percapita_repro,1.45375,Per capita reproduction,H1
Plantago_media,Plantago_media_Stoderzinken,-2.392,0.531,Ordbeta,T0-T3,DIST,1,Stoderzinken,FirstStepAtt,0.09763837076732365,First step attenuation,H3
Plantago_media,Plantago_media_Stoderzinken,-2.392,0.531,Ordbeta,T0-T3,DIST,1,Stoderzinken,Lambda,0.9166479924897526,Population growth rate,H4
Plantago_media,Plantago_media_Stoderzinken,-2.392,0.531,Ordbeta,T0-T3,DIST,1,Stoderzinken,R0,0.08234226650862676,Net reproductive rate,H1
Plantago_media,Plantago_media_Stoderzinken,-2.392,0.531,Ordbeta,T0-T3,DIST,1,Stoderzinken,Reactivity,2.6187483541110055,Reactivity,H3
Plantago_media,Plantago_media_Stoderzinken,-2.392,0.531,Ordbeta,T0-T3,DIST,1,Stoderzinken,T_generation,26.65759376141882,Generation time,H2
Plantago_media,Plantago_media_Stoderzinken,-2.392,0.531,Ordbeta,T0-T3,DIST,1,Stoderzinken,age_repro,7.781907794631257,Age at first reproduction,H2
Plantago_media,Plantago_media_Stoderzinken,-2.392,0.531,Ordbeta,T0-T3,DIST,1,Stoderzinken,percapita_repro,1.45375,Per capita reproduction,H1
Poa_alpina,Poa_alpina_Stoderzinken,-2.489,0.519,Ordbeta,T0-T3,DIST,1,Stoderzinken,FirstStepAtt,0.5593809694080667,First step attenuation,H3
Poa_alpina,Poa_alpina_Stoderzinken,-2.489,0.519,Ordbeta,T0-T3,DIST,1,Stoderzinken,Lambda,0.9289514100594023,Population growth rate,H4
Poa_alpina,Poa_alpina_Stoderzinken,-2.489,0.519,Ordbeta,T0-T3,DIST,1,Stoderzinken,R0,0.275044534651221,Net reproductive rate,H1
Poa_alpina,Poa_alpina_Stoderzinken,-2.489,0.519,Ordbeta,T0-T3,DIST,1,Stoderzinken,Reactivity,2.1100625678449862,Reactivity,H3
Poa_alpina,Poa_alpina_Stoderzinken,-2.489,0.519,Ordbeta,T0-T3,DIST,1,Stoderzinken,T_generation,25.34169491084177,Generation time,H2
Poa_alpina,Poa_alpina_Stoderzinken,-2.489,0.519,Ordbeta,T0-T3,DIST,1,Stoderzinken,age_repro,2.340067942070445,Age at first reproduction,H2
Poa_alpina,Poa_alpina_Stoderzinken,-2.489,0.519,Ordbeta,T0-T3,DIST,1,Stoderzinken,percapita_repro,0.12206831550638118,Per capita reproduction,H1
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.29,0.304,Ordbeta,T0-T3,DIST,1,Churning Rapids,FirstStepAtt,0.46395475886623727,First step attenuation,H3
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.29,0.304,Ordbeta,T0-T3,DIST,1,Churning Rapids,Lambda,1.3233051390988662,Population growth rate,H4
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.29,0.304,Ordbeta,T0-T3,DIST,1,Churning Rapids,R0,4.554568494295668,Net reproductive rate,H1
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.29,0.304,Ordbeta,T0-T3,DIST,1,Churning Rapids,Reactivity,50.87649164118185,Reactivity,H3
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.29,0.304,Ordbeta,T0-T3,DIST,1,Churning Rapids,T_generation,3.0912219825611436,Generation time,H2
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.29,0.304,Ordbeta,T0-T3,DIST,1,Churning Rapids,age_repro,4.350285421282276,Age at first reproduction,H2
Potentilla_recta,Potentilla_recta_Churning Rapids,-2.29,0.304,Ordbeta,T0-T3,DIST,1,Churning Rapids,percapita_repro,178.41933,Per capita reproduction,H1
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.588,0.405,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),FirstStepAtt,0.46395475886623727,First step attenuation,H3
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.588,0.405,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),Lambda,1.3233051390988662,Population growth rate,H4
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.588,0.405,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),R0,4.554568494295668,Net reproductive rate,H1
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.588,0.405,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),Reactivity,50.87649164118185,Reactivity,H3
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.588,0.405,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),T_generation,3.0912219825611436,Generation time,H2
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.588,0.405,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),age_repro,4.350285421282276,Age at first reproduction,H2
Potentilla_recta,Potentilla_recta_Kellogg Biological Station (KBS),-2.588,0.405,Ordbeta,T0-T3,DIST,1,Kellogg Biological Station (KBS),percapita_repro,178.41933,Per capita reproduction,H1
Primula_elatior,Primula_elatior_Stoderzinken,-2.477,0.399,Ordbeta,T0-T3,DIST,1,Stoderzinken,FirstStepAtt,0.09071608925229445,First step attenuation,H3
Primula_elatior,Primula_elatior_Stoderzinken,-2.477,0.399,Ordbeta,T0-T3,DIST,1,Stoderzinken,Lambda,1.0243599289476764,Population growth rate,H4
Primula_elatior,Primula_elatior_Stoderzinken,-2.477,0.399,Ordbeta,T0-T3,DIST,1,Stoderzinken,R0,5.205777227247124,Net reproductive rate,H1
Primula_elatior,Primula_elatior_Stoderzinken,-2.477,0.399,Ordbeta,T0-T3,DIST,1,Stoderzinken,Reactivity,3.497296267043912,Reactivity,H3
Primula_elatior,Primula_elatior_Stoderzinken,-2.477,0.399,Ordbeta,T0-T3,DIST,1,Stoderzinken,T_generation,16.378189606020538,Generation time,H2
Primula_elatior,Primula_elatior_Stoderzinken,-2.477,0.399,Ordbeta,T0-T3,DIST,1,Stoderzinken,age_repro,4.940070913622387,Age at first reproduction,H2
Primula_elatior,Primula_elatior_Stoderzinken,-2.477,0.399,Ordbeta,T0-T3,DIST,1,Stoderzinken,percapita_repro,2.033292907202877,Per capita reproduction,H1
Primula_veris,Primula_veris_Wytham Woods,-2.574,0.407,Ordbeta,T0-T3,DIST,1,Wytham Woods,FirstStepAtt,0.11620331876130521,First step attenuation,H3
Primula_veris,Primula_veris_Wytham Woods,-2.574,0.407,Ordbeta,T0-T3,DIST,1,Wytham Woods,Lambda,0.9177166512186883,Population growth rate,H4
Primula_veris,Primula_veris_Wytham Woods,-2.574,0.407,Ordbeta,T0-T3,DIST,1,Wytham Woods,R0,0.8822595024722741,Net reproductive rate,H1
Primula_veris,Primula_veris_Wytham Woods,-2.574,0.407,Ordbeta,T0-T3,DIST,1,Wytham Woods,Reactivity,14.4046160118657,Reactivity,H3
Primula_veris,Primula_veris_Wytham Woods,-2.574,0.407,Ordbeta,T0-T3,DIST,1,Wytham Woods,T_generation,31.085943346226824,Generation time,H2
Primula_veris,Primula_veris_Wytham Woods,-2.574,0.407,Ordbeta,T0-T3,DIST,1,Wytham Woods,age_repro,8.31254459714844,Age at first reproduction,H2
Primula_veris,Primula_veris_Wytham Woods,-2.574,0.407,Ordbeta,T0-T3,DIST,1,Wytham Woods,percapita_repro,13.574022714285713,Per capita reproduction,H1
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.344,0.248,Ordbeta,T0-T3,DIST,1,Agroscope Changins,FirstStepAtt,0.10835396206826964,First step attenuation,H3
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.344,0.248,Ordbeta,T0-T3,DIST,1,Agroscope Changins,Lambda,1.1474253581153837,Population growth rate,H4
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.344,0.248,Ordbeta,T0-T3,DIST,1,Agroscope Changins,R0,1.55497855361596,Net reproductive rate,H1
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.344,0.248,Ordbeta,T0-T3,DIST,1,Agroscope Changins,Reactivity,6.68037129041872,Reactivity,H3
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.344,0.248,Ordbeta,T0-T3,DIST,1,Agroscope Changins,T_generation,3.829023387316118,Generation time,H2
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.344,0.248,Ordbeta,T0-T3,DIST,1,Agroscope Changins,age_repro,3.0548523206751055,Age at first reproduction,H2
Ranunculus_acris,Ranunculus_acris_Agroscope Changins,-2.344,0.248,Ordbeta,T0-T3,DIST,1,Agroscope Changins,percapita_repro,6.96,Per capita reproduction,H1
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.632,0.312,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,FirstStepAtt,0.10835396206826964,First step attenuation,H3
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.632,0.312,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,Lambda,1.1474253581153837,Population growth rate,H4
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.632,0.312,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,R0,1.55497855361596,Net reproductive rate,H1
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.632,0.312,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,Reactivity,6.68037129041872,Reactivity,H3
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.632,0.312,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,T_generation,3.829023387316118,Generation time,H2
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.632,0.312,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,age_repro,3.0548523206751055,Age at first reproduction,H2
Ranunculus_acris,Ranunculus_acris_Bayreuth DRAGNet,-2.632,0.312,Ordbeta,T0-T3,DIST,1,Bayreuth DRAGNet,percapita_repro,6.96,Per capita reproduction,H1
